image_path,resnet20_correct,resnet32_correct,shufflenetv2_x2_0_correct,vgg16_bn_correct,label
..\dataset\images\train_26643.png,1,1,1,1,0
..\dataset\images\train_37386.png,1,1,1,1,0
..\dataset\images\train_44014.png,1,1,1,1,0
..\dataset\images\train_39084.png,1,1,1,1,0
..\dataset\images\train_27218.png,1,1,1,1,0
..\dataset\images\test_05563.png,1,1,1,1,0
..\dataset\images\train_15207.png,1,1,1,1,0
..\dataset\images\train_16877.png,1,1,1,1,0
..\dataset\images\train_16217.png,1,1,1,1,0
..\dataset\images\train_11968.png,1,1,1,1,0
..\dataset\images\train_01289.png,1,1,1,1,0
..\dataset\images\train_05711.png,1,1,1,1,0
..\dataset\images\train_42161.png,1,1,1,1,0
..\dataset\images\train_11417.png,1,1,1,1,0
..\dataset\images\train_22583.png,1,1,1,1,0
..\dataset\images\train_30256.png,1,1,1,1,0
..\dataset\images\train_32566.png,1,1,1,1,0
..\dataset\images\train_30988.png,1,1,1,1,0
..\dataset\images\test_00627.png,1,1,1,1,0
..\dataset\images\train_49742.png,1,1,1,1,0
..\dataset\images\train_26721.png,1,1,1,1,0
..\dataset\images\train_36361.png,1,1,1,1,0
..\dataset\images\train_13513.png,1,1,1,1,0
..\dataset\images\train_16940.png,1,1,1,1,0
..\dataset\images\test_00545.png,1,1,1,1,0
..\dataset\images\train_32573.png,1,1,1,1,0
..\dataset\images\test_03495.png,1,1,1,1,0
..\dataset\images\test_06465.png,1,1,1,1,0
..\dataset\images\train_03082.png,1,1,1,1,0
..\dataset\images\train_08220.png,1,1,1,1,0
..\dataset\images\train_25523.png,1,1,1,1,0
..\dataset\images\test_04744.png,1,1,0,0,0
..\dataset\images\train_08122.png,1,1,1,1,0
..\dataset\images\train_17655.png,1,1,1,1,0
..\dataset\images\train_11466.png,1,1,1,1,0
..\dataset\images\train_34049.png,1,1,1,1,0
..\dataset\images\train_37272.png,1,1,1,1,0
..\dataset\images\train_46973.png,1,1,1,1,0
..\dataset\images\train_45868.png,1,1,1,1,0
..\dataset\images\train_35157.png,1,1,1,1,0
..\dataset\images\train_19490.png,1,1,1,1,0
..\dataset\images\train_07005.png,1,1,1,1,0
..\dataset\images\train_13499.png,1,1,1,1,0
..\dataset\images\train_13473.png,1,1,1,1,0
..\dataset\images\train_18849.png,1,1,1,1,0
..\dataset\images\train_46891.png,1,1,1,1,0
..\dataset\images\train_16246.png,1,1,1,1,0
..\dataset\images\train_10620.png,1,1,1,1,0
..\dataset\images\train_02871.png,1,1,1,1,0
..\dataset\images\train_13388.png,1,1,1,1,0
..\dataset\images\test_04113.png,1,1,1,1,0
..\dataset\images\test_01532.png,1,1,1,1,0
..\dataset\images\train_07168.png,1,1,1,1,0
..\dataset\images\train_20447.png,1,1,1,1,0
..\dataset\images\train_00657.png,1,1,1,1,0
..\dataset\images\train_16494.png,1,1,1,1,0
..\dataset\images\test_04106.png,0,1,1,1,1
..\dataset\images\train_30143.png,1,1,1,1,0
..\dataset\images\train_26085.png,1,1,1,1,0
..\dataset\images\train_33851.png,1,1,1,1,0
..\dataset\images\train_12280.png,1,1,1,1,0
..\dataset\images\train_05447.png,1,1,1,1,0
..\dataset\images\train_39741.png,1,1,1,1,0
..\dataset\images\train_39749.png,1,1,1,1,0
..\dataset\images\train_37577.png,1,1,1,1,0
..\dataset\images\train_23163.png,1,1,1,1,0
..\dataset\images\train_46079.png,1,1,1,1,0
..\dataset\images\train_43179.png,1,1,1,1,0
..\dataset\images\train_10880.png,1,1,1,1,0
..\dataset\images\train_12462.png,1,1,1,1,0
..\dataset\images\train_01737.png,1,1,1,1,0
..\dataset\images\train_32853.png,1,1,1,1,0
..\dataset\images\train_34909.png,1,1,1,1,0
..\dataset\images\train_49064.png,1,1,1,1,0
..\dataset\images\train_10747.png,1,1,1,1,0
..\dataset\images\train_11374.png,1,1,1,1,0
..\dataset\images\train_22601.png,1,1,1,1,0
..\dataset\images\train_42371.png,1,1,1,1,0
..\dataset\images\train_16053.png,1,1,1,1,0
..\dataset\images\train_49155.png,1,1,1,1,0
..\dataset\images\train_02452.png,1,1,1,1,0
..\dataset\images\train_42069.png,1,1,1,1,0
..\dataset\images\train_45834.png,1,1,1,1,0
..\dataset\images\test_06977.png,1,1,1,1,0
..\dataset\images\train_42336.png,1,1,1,1,0
..\dataset\images\train_08798.png,1,1,1,1,0
..\dataset\images\train_44573.png,1,1,1,1,0
..\dataset\images\train_13859.png,1,1,1,1,0
..\dataset\images\test_03377.png,1,1,1,1,0
..\dataset\images\train_10042.png,1,1,1,1,0
..\dataset\images\test_04131.png,1,1,1,1,0
..\dataset\images\train_05099.png,1,1,1,1,0
..\dataset\images\train_22978.png,1,1,1,1,0
..\dataset\images\train_44730.png,1,1,1,1,0
..\dataset\images\train_23145.png,1,1,1,1,0
..\dataset\images\test_04581.png,1,1,0,0,0
..\dataset\images\train_01005.png,1,1,1,1,0
..\dataset\images\train_22544.png,1,1,1,1,0
..\dataset\images\train_39039.png,1,1,1,1,0
..\dataset\images\train_18218.png,1,1,1,1,0
..\dataset\images\train_24127.png,1,1,1,1,0
..\dataset\images\test_05000.png,1,1,1,1,0
..\dataset\images\train_31902.png,1,1,1,1,0
..\dataset\images\train_23094.png,1,1,1,1,0
..\dataset\images\test_01198.png,1,1,1,1,0
..\dataset\images\train_32914.png,1,1,1,1,0
..\dataset\images\train_16017.png,1,1,1,1,0
..\dataset\images\test_06476.png,1,1,1,1,0
..\dataset\images\train_10715.png,1,1,1,1,0
..\dataset\images\test_06478.png,1,1,1,1,0
..\dataset\images\train_37668.png,1,1,1,1,0
..\dataset\images\train_23449.png,1,1,1,1,0
..\dataset\images\train_15029.png,1,1,1,1,0
..\dataset\images\train_02990.png,1,1,1,1,0
..\dataset\images\train_07747.png,1,1,1,1,0
..\dataset\images\train_39111.png,1,1,1,1,0
..\dataset\images\train_20868.png,1,1,1,1,0
..\dataset\images\train_10026.png,1,1,1,1,0
..\dataset\images\train_35822.png,1,1,1,1,0
..\dataset\images\train_13058.png,1,1,1,1,0
..\dataset\images\train_44327.png,1,1,1,1,0
..\dataset\images\test_03367.png,1,1,1,1,0
..\dataset\images\train_32328.png,1,1,1,1,0
..\dataset\images\train_36608.png,1,1,1,1,0
..\dataset\images\train_21536.png,1,1,1,1,0
..\dataset\images\train_13103.png,1,1,1,1,0
..\dataset\images\train_44387.png,1,1,1,1,0
..\dataset\images\train_10829.png,1,1,1,1,0
..\dataset\images\test_07780.png,1,1,1,1,0
..\dataset\images\train_30674.png,1,1,1,1,0
..\dataset\images\train_20765.png,1,1,1,1,0
..\dataset\images\train_44946.png,1,1,1,1,0
..\dataset\images\train_30941.png,1,1,1,1,0
..\dataset\images\train_33599.png,1,1,1,1,0
..\dataset\images\train_47636.png,1,1,1,1,0
..\dataset\images\train_41784.png,1,1,1,1,0
..\dataset\images\train_45579.png,1,1,1,1,0
..\dataset\images\test_04482.png,1,1,1,1,0
..\dataset\images\train_40297.png,1,1,1,1,0
..\dataset\images\train_22065.png,1,1,1,1,0
..\dataset\images\test_02780.png,1,1,1,1,0
..\dataset\images\test_03796.png,1,1,1,1,0
..\dataset\images\train_07567.png,1,1,1,1,0
..\dataset\images\train_34184.png,1,1,1,1,0
..\dataset\images\train_35623.png,1,1,1,1,0
..\dataset\images\train_36607.png,1,1,1,1,0
..\dataset\images\train_27832.png,1,1,1,1,0
..\dataset\images\train_28422.png,1,1,1,1,0
..\dataset\images\test_07224.png,1,1,1,1,0
..\dataset\images\train_34900.png,1,1,1,1,0
..\dataset\images\train_30919.png,1,1,1,1,0
..\dataset\images\train_13819.png,1,1,1,1,0
..\dataset\images\train_15058.png,1,1,1,1,0
..\dataset\images\train_29327.png,1,1,1,1,0
..\dataset\images\train_15296.png,1,1,1,1,0
..\dataset\images\train_35874.png,1,1,1,1,0
..\dataset\images\train_45670.png,1,1,1,1,0
..\dataset\images\train_14281.png,1,1,1,1,0
..\dataset\images\train_43404.png,1,1,1,1,0
..\dataset\images\train_06198.png,1,1,1,1,0
..\dataset\images\train_22505.png,1,1,1,1,0
..\dataset\images\train_23069.png,1,1,1,1,0
..\dataset\images\test_03374.png,1,1,1,1,0
..\dataset\images\train_37278.png,1,1,1,1,0
..\dataset\images\test_04761.png,1,1,1,1,0
..\dataset\images\train_43831.png,1,1,1,1,0
..\dataset\images\train_05138.png,1,1,1,1,0
..\dataset\images\train_27589.png,1,1,1,1,0
..\dataset\images\test_09673.png,1,1,1,1,0
..\dataset\images\train_11518.png,1,1,1,1,0
..\dataset\images\train_46571.png,1,1,1,1,0
..\dataset\images\train_17968.png,1,1,1,1,0
..\dataset\images\train_10373.png,1,1,1,1,0
..\dataset\images\train_49664.png,1,1,1,1,0
..\dataset\images\test_03550.png,1,1,0,1,0
..\dataset\images\train_08397.png,1,1,1,1,0
..\dataset\images\train_48642.png,1,1,1,1,0
..\dataset\images\test_08733.png,1,1,1,1,0
..\dataset\images\test_01061.png,1,1,1,0,0
..\dataset\images\train_04335.png,1,1,1,1,0
..\dataset\images\test_05067.png,1,1,1,1,0
..\dataset\images\train_26617.png,1,1,1,1,0
..\dataset\images\train_38094.png,1,1,1,1,0
..\dataset\images\test_05680.png,1,1,1,1,0
..\dataset\images\train_45111.png,1,1,1,1,0
..\dataset\images\train_29878.png,1,1,1,1,0
..\dataset\images\train_37433.png,1,1,1,1,0
..\dataset\images\train_21533.png,1,1,1,1,0
..\dataset\images\train_40872.png,1,1,1,1,0
..\dataset\images\train_22796.png,1,1,1,1,0
..\dataset\images\test_02421.png,1,1,1,1,0
..\dataset\images\train_00473.png,1,1,1,1,0
..\dataset\images\train_40216.png,1,1,1,1,0
..\dataset\images\train_38921.png,1,1,1,1,0
..\dataset\images\train_39011.png,1,1,1,1,0
..\dataset\images\test_02508.png,1,1,1,1,0
..\dataset\images\test_03502.png,1,1,1,1,0
..\dataset\images\train_11967.png,1,1,1,1,0
..\dataset\images\train_27204.png,1,1,1,1,0
..\dataset\images\train_26285.png,1,1,1,1,0
..\dataset\images\train_29556.png,1,1,1,1,0
..\dataset\images\train_22256.png,1,1,1,1,0
..\dataset\images\train_02519.png,1,1,1,1,0
..\dataset\images\train_36963.png,1,1,1,1,0
..\dataset\images\train_44152.png,1,1,1,1,0
..\dataset\images\train_23953.png,1,1,1,1,0
..\dataset\images\train_43032.png,1,1,1,1,0
..\dataset\images\train_12018.png,1,1,1,1,0
..\dataset\images\train_34015.png,1,1,1,1,0
..\dataset\images\train_41600.png,1,1,1,1,0
..\dataset\images\train_33807.png,1,1,1,1,0
..\dataset\images\train_02742.png,1,1,1,1,0
..\dataset\images\train_23246.png,1,1,1,1,0
..\dataset\images\train_30526.png,1,1,1,1,0
..\dataset\images\train_47339.png,1,1,1,1,0
..\dataset\images\train_47211.png,1,1,1,1,0
..\dataset\images\test_07154.png,1,1,1,1,0
..\dataset\images\train_48302.png,1,1,1,1,0
..\dataset\images\train_48729.png,1,1,1,1,0
..\dataset\images\train_32865.png,1,1,1,1,0
..\dataset\images\train_25566.png,1,1,1,1,0
..\dataset\images\train_12829.png,1,1,1,1,0
..\dataset\images\test_08593.png,1,1,1,1,0
..\dataset\images\train_34742.png,1,1,1,1,0
..\dataset\images\train_30475.png,1,1,1,1,0
..\dataset\images\train_41423.png,1,1,1,1,0
..\dataset\images\test_09971.png,1,1,1,1,0
..\dataset\images\train_09410.png,1,1,1,1,0
..\dataset\images\train_45821.png,1,1,1,1,0
..\dataset\images\train_06952.png,1,1,1,1,0
..\dataset\images\train_21303.png,1,1,1,1,0
..\dataset\images\train_27772.png,1,1,1,1,0
..\dataset\images\train_45142.png,1,1,1,1,0
..\dataset\images\train_41058.png,1,1,1,1,0
..\dataset\images\train_04258.png,1,1,1,1,0
..\dataset\images\train_27443.png,1,1,1,1,0
..\dataset\images\train_15858.png,1,1,1,1,0
..\dataset\images\train_04012.png,1,1,1,1,0
..\dataset\images\train_30182.png,1,1,1,1,0
..\dataset\images\train_15879.png,1,1,1,1,0
..\dataset\images\train_05437.png,1,1,1,1,0
..\dataset\images\train_31897.png,1,1,1,1,0
..\dataset\images\test_04048.png,1,1,1,1,0
..\dataset\images\train_25181.png,1,1,1,1,0
..\dataset\images\train_48269.png,1,1,1,1,0
..\dataset\images\test_05457.png,1,1,1,1,0
..\dataset\images\train_44318.png,1,1,1,1,0
..\dataset\images\train_20672.png,1,1,1,1,0
..\dataset\images\train_29341.png,1,1,1,1,0
..\dataset\images\train_02444.png,1,1,1,1,0
..\dataset\images\test_03601.png,1,0,1,1,0
..\dataset\images\train_37871.png,1,1,1,1,0
..\dataset\images\train_37639.png,1,1,1,1,0
..\dataset\images\test_06206.png,0,1,1,0,1
..\dataset\images\train_43526.png,1,1,1,1,0
..\dataset\images\test_00148.png,1,1,1,1,0
..\dataset\images\train_46782.png,1,1,1,1,0
..\dataset\images\test_02904.png,1,1,1,1,0
..\dataset\images\train_33844.png,1,1,1,1,0
..\dataset\images\train_44556.png,1,1,1,1,0
..\dataset\images\train_24768.png,1,1,1,1,0
..\dataset\images\train_28392.png,1,1,1,1,0
..\dataset\images\train_44533.png,1,1,1,1,0
..\dataset\images\train_25195.png,1,1,1,1,0
..\dataset\images\train_13749.png,1,1,1,1,0
..\dataset\images\train_00298.png,1,1,1,1,0
..\dataset\images\train_17150.png,1,1,1,1,0
..\dataset\images\test_09814.png,1,1,1,1,0
..\dataset\images\train_32245.png,1,1,1,1,0
..\dataset\images\train_39752.png,1,1,1,1,0
..\dataset\images\test_06891.png,1,1,1,1,0
..\dataset\images\train_00384.png,1,1,1,1,0
..\dataset\images\test_01489.png,1,1,1,1,0
..\dataset\images\train_10496.png,1,1,1,1,0
..\dataset\images\train_18228.png,1,1,1,1,0
..\dataset\images\test_08290.png,1,1,1,1,0
..\dataset\images\test_06210.png,0,0,1,1,2
..\dataset\images\train_12321.png,1,1,1,1,0
..\dataset\images\train_47361.png,1,1,1,1,0
..\dataset\images\train_08347.png,1,1,1,1,0
..\dataset\images\train_24223.png,1,1,1,1,0
..\dataset\images\train_38514.png,1,1,1,1,0
..\dataset\images\train_16083.png,1,1,1,1,0
..\dataset\images\test_09328.png,1,1,1,1,0
..\dataset\images\test_03585.png,1,1,1,1,0
..\dataset\images\train_23297.png,1,1,1,1,0
..\dataset\images\test_07082.png,0,1,1,1,1
..\dataset\images\train_05576.png,1,1,1,1,0
..\dataset\images\train_06960.png,1,1,1,1,0
..\dataset\images\train_34510.png,1,1,1,1,0
..\dataset\images\train_46188.png,1,1,1,1,0
..\dataset\images\train_46166.png,1,1,1,1,0
..\dataset\images\train_13957.png,1,1,1,1,0
..\dataset\images\train_12782.png,1,1,1,1,0
..\dataset\images\train_12448.png,1,1,1,1,0
..\dataset\images\train_23817.png,1,1,1,1,0
..\dataset\images\train_34986.png,1,1,1,1,0
..\dataset\images\train_31799.png,1,1,1,1,0
..\dataset\images\test_06250.png,1,1,1,1,0
..\dataset\images\train_25860.png,1,1,1,1,0
..\dataset\images\train_49844.png,1,1,1,1,0
..\dataset\images\train_15294.png,1,1,1,1,0
..\dataset\images\train_37713.png,1,1,1,1,0
..\dataset\images\train_18377.png,1,1,1,1,0
..\dataset\images\train_01689.png,1,1,1,1,0
..\dataset\images\train_14171.png,1,1,1,1,0
..\dataset\images\test_02582.png,1,1,1,1,0
..\dataset\images\train_15804.png,1,1,1,1,0
..\dataset\images\train_48681.png,1,1,1,1,0
..\dataset\images\train_38050.png,1,1,1,1,0
..\dataset\images\train_14918.png,1,1,1,1,0
..\dataset\images\train_09857.png,1,1,1,1,0
..\dataset\images\train_29725.png,1,1,1,1,0
..\dataset\images\train_27972.png,1,1,1,1,0
..\dataset\images\train_17314.png,1,1,1,1,0
..\dataset\images\train_04953.png,1,1,1,1,0
..\dataset\images\train_04213.png,1,1,1,1,0
..\dataset\images\test_00165.png,1,1,1,1,0
..\dataset\images\train_06510.png,1,1,1,1,0
..\dataset\images\test_02204.png,1,1,1,1,0
..\dataset\images\train_40321.png,1,1,1,1,0
..\dataset\images\test_02532.png,1,0,0,0,0
..\dataset\images\train_39554.png,1,1,1,1,0
..\dataset\images\train_34717.png,1,1,1,1,0
..\dataset\images\train_33969.png,1,1,1,1,0
..\dataset\images\train_43385.png,1,1,1,1,0
..\dataset\images\train_24922.png,1,1,1,1,0
..\dataset\images\train_19255.png,1,1,1,1,0
..\dataset\images\train_08929.png,1,1,1,1,0
..\dataset\images\train_36427.png,1,1,1,1,0
..\dataset\images\train_02186.png,1,1,1,1,0
..\dataset\images\train_10954.png,1,1,1,1,0
..\dataset\images\test_06343.png,1,1,1,1,0
..\dataset\images\train_35944.png,1,1,1,1,0
..\dataset\images\train_37044.png,1,1,1,1,0
..\dataset\images\train_39531.png,1,1,1,1,0
..\dataset\images\train_32171.png,1,1,1,1,0
..\dataset\images\test_06900.png,1,1,1,0,0
..\dataset\images\train_06085.png,1,1,1,1,0
..\dataset\images\test_00520.png,1,1,1,1,0
..\dataset\images\train_32666.png,1,1,1,1,0
..\dataset\images\train_06301.png,1,1,1,1,0
..\dataset\images\train_25676.png,1,1,1,1,0
..\dataset\images\test_05308.png,1,1,1,1,0
..\dataset\images\train_24128.png,1,1,1,1,0
..\dataset\images\train_24211.png,1,1,1,1,0
..\dataset\images\train_48579.png,1,1,1,1,0
..\dataset\images\train_43478.png,1,1,1,1,0
..\dataset\images\train_30649.png,1,1,1,1,0
..\dataset\images\train_42966.png,1,1,1,1,0
..\dataset\images\train_30796.png,1,1,1,1,0
..\dataset\images\test_05299.png,1,1,1,1,0
..\dataset\images\train_01901.png,1,1,1,1,0
..\dataset\images\test_07077.png,1,1,1,1,0
..\dataset\images\train_22160.png,1,1,1,1,0
..\dataset\images\train_29946.png,1,1,1,1,0
..\dataset\images\train_41902.png,1,1,1,1,0
..\dataset\images\test_05763.png,1,1,1,1,0
..\dataset\images\train_26952.png,1,1,1,1,0
..\dataset\images\test_06620.png,1,1,1,1,0
..\dataset\images\train_33409.png,1,1,1,1,0
..\dataset\images\train_46162.png,1,1,1,1,0
..\dataset\images\train_28425.png,1,1,1,1,0
..\dataset\images\train_46508.png,1,1,1,1,0
..\dataset\images\test_07697.png,1,1,1,1,0
..\dataset\images\train_14445.png,1,1,1,1,0
..\dataset\images\train_10030.png,1,1,1,1,0
..\dataset\images\train_11775.png,1,1,1,1,0
..\dataset\images\train_14909.png,1,1,1,1,0
..\dataset\images\train_43226.png,1,1,1,1,0
..\dataset\images\train_41862.png,1,1,1,1,0
..\dataset\images\test_03965.png,1,1,1,1,0
..\dataset\images\train_30211.png,1,1,1,1,0
..\dataset\images\train_37410.png,1,1,1,1,0
..\dataset\images\test_01384.png,1,1,1,1,0
..\dataset\images\test_01774.png,1,1,1,1,0
..\dataset\images\train_03929.png,1,1,1,1,0
..\dataset\images\train_46333.png,1,1,1,1,0
..\dataset\images\train_20057.png,1,1,1,1,0
..\dataset\images\train_01514.png,1,1,1,1,0
..\dataset\images\test_03733.png,1,1,1,1,0
..\dataset\images\train_38043.png,1,1,1,1,0
..\dataset\images\train_24206.png,1,1,1,1,0
..\dataset\images\train_21830.png,1,1,1,1,0
..\dataset\images\train_23006.png,1,1,1,1,0
..\dataset\images\test_01673.png,1,1,1,1,0
..\dataset\images\train_33344.png,1,1,1,1,0
..\dataset\images\train_36650.png,1,1,1,1,0
..\dataset\images\train_15597.png,1,1,1,1,0
..\dataset\images\train_23468.png,1,1,1,1,0
..\dataset\images\train_29118.png,1,1,1,1,0
..\dataset\images\train_39588.png,1,1,1,1,0
..\dataset\images\train_28604.png,1,1,1,1,0
..\dataset\images\test_07594.png,1,1,1,1,0
..\dataset\images\train_49936.png,1,1,1,1,0
..\dataset\images\test_07076.png,1,1,1,1,0
..\dataset\images\train_26225.png,1,1,1,1,0
..\dataset\images\train_29959.png,1,1,1,1,0
..\dataset\images\train_03472.png,1,1,1,1,0
..\dataset\images\train_34218.png,1,1,1,1,0
..\dataset\images\train_08608.png,1,1,1,1,0
..\dataset\images\train_09214.png,1,1,1,1,0
..\dataset\images\train_04432.png,1,1,1,1,0
..\dataset\images\train_03182.png,1,1,1,1,0
..\dataset\images\train_04168.png,1,1,1,1,0
..\dataset\images\test_01717.png,1,1,1,1,0
..\dataset\images\train_13751.png,1,1,1,1,0
..\dataset\images\test_09929.png,1,1,1,1,0
..\dataset\images\train_44894.png,1,1,1,1,0
..\dataset\images\train_30122.png,1,1,1,1,0
..\dataset\images\train_31519.png,1,1,1,1,0
..\dataset\images\train_22925.png,1,1,1,1,0
..\dataset\images\train_31084.png,1,1,1,1,0
..\dataset\images\test_00100.png,1,1,1,1,0
..\dataset\images\test_00260.png,1,1,1,1,0
..\dataset\images\train_24781.png,1,1,1,1,0
..\dataset\images\train_35641.png,1,1,1,1,0
..\dataset\images\train_05539.png,1,1,1,1,0
..\dataset\images\train_11867.png,1,1,1,1,0
..\dataset\images\train_19169.png,1,1,1,1,0
..\dataset\images\train_08167.png,1,1,1,1,0
..\dataset\images\train_17206.png,1,1,1,1,0
..\dataset\images\train_05184.png,1,1,1,1,0
..\dataset\images\train_19693.png,1,1,1,1,0
..\dataset\images\train_23157.png,1,1,1,1,0
..\dataset\images\train_19569.png,1,1,1,1,0
..\dataset\images\train_44944.png,1,1,1,1,0
..\dataset\images\train_00866.png,1,1,1,1,0
..\dataset\images\test_06873.png,1,1,1,1,0
..\dataset\images\train_23680.png,1,1,1,1,0
..\dataset\images\train_37435.png,1,1,1,1,0
..\dataset\images\train_12430.png,1,1,1,1,0
..\dataset\images\test_09302.png,0,1,1,1,1
..\dataset\images\train_43749.png,1,1,1,1,0
..\dataset\images\train_00636.png,1,1,1,1,0
..\dataset\images\train_24907.png,1,1,1,1,0
..\dataset\images\train_49857.png,1,1,1,1,0
..\dataset\images\train_30559.png,1,1,1,1,0
..\dataset\images\train_35543.png,1,1,1,1,0
..\dataset\images\train_09562.png,1,1,1,1,0
..\dataset\images\train_36266.png,1,1,1,1,0
..\dataset\images\train_26723.png,1,1,1,1,0
..\dataset\images\train_04088.png,1,1,1,1,0
..\dataset\images\train_08341.png,1,1,1,1,0
..\dataset\images\test_07679.png,1,1,1,1,0
..\dataset\images\train_40719.png,1,1,1,1,0
..\dataset\images\train_15550.png,1,1,1,1,0
..\dataset\images\train_48479.png,1,1,1,1,0
..\dataset\images\train_28475.png,1,1,1,1,0
..\dataset\images\train_35602.png,1,1,1,1,0
..\dataset\images\train_10605.png,1,1,1,1,0
..\dataset\images\test_09697.png,1,1,1,1,0
..\dataset\images\train_30260.png,1,1,1,1,0
..\dataset\images\train_42390.png,1,1,1,1,0
..\dataset\images\train_12550.png,1,1,1,1,0
..\dataset\images\test_04922.png,1,1,1,1,0
..\dataset\images\train_29777.png,1,1,1,1,0
..\dataset\images\test_04540.png,1,1,1,1,0
..\dataset\images\train_31392.png,1,1,1,1,0
..\dataset\images\test_06030.png,1,1,1,1,0
..\dataset\images\train_19283.png,1,1,1,1,0
..\dataset\images\train_10949.png,1,1,1,1,0
..\dataset\images\test_05735.png,1,1,1,1,0
..\dataset\images\train_13294.png,1,1,1,1,0
..\dataset\images\train_14696.png,1,1,1,1,0
..\dataset\images\train_42156.png,1,1,1,1,0
..\dataset\images\train_03876.png,1,1,1,1,0
..\dataset\images\test_00930.png,1,1,1,1,0
..\dataset\images\train_06494.png,1,1,1,1,0
..\dataset\images\train_31301.png,1,1,1,1,0
..\dataset\images\train_23761.png,1,1,1,1,0
..\dataset\images\train_42461.png,1,1,1,1,0
..\dataset\images\train_23385.png,1,1,1,1,0
..\dataset\images\train_15371.png,1,1,1,1,0
..\dataset\images\test_00086.png,1,1,1,1,0
..\dataset\images\test_04533.png,1,1,1,1,0
..\dataset\images\train_43232.png,1,1,1,1,0
..\dataset\images\train_40762.png,1,1,1,1,0
..\dataset\images\train_34504.png,1,1,1,1,0
..\dataset\images\train_44691.png,1,1,1,1,0
..\dataset\images\test_05547.png,0,1,1,1,1
..\dataset\images\train_31996.png,1,1,1,1,0
..\dataset\images\train_43954.png,1,1,1,1,0
..\dataset\images\train_27016.png,1,1,1,1,0
..\dataset\images\train_48196.png,1,1,1,1,0
..\dataset\images\train_45604.png,1,1,1,1,0
..\dataset\images\train_42007.png,1,1,1,1,0
..\dataset\images\train_28711.png,1,1,1,1,0
..\dataset\images\train_19570.png,1,1,1,1,0
..\dataset\images\train_18747.png,1,1,1,1,0
..\dataset\images\train_11191.png,1,1,1,1,0
..\dataset\images\train_44978.png,1,1,1,1,0
..\dataset\images\train_31848.png,1,1,1,1,0
..\dataset\images\train_21539.png,1,1,1,1,0
..\dataset\images\test_07150.png,1,1,0,0,0
..\dataset\images\train_25898.png,1,1,1,1,0
..\dataset\images\train_40484.png,1,1,1,1,0
..\dataset\images\train_00826.png,1,1,1,1,0
..\dataset\images\train_37114.png,1,1,1,1,0
..\dataset\images\test_07597.png,1,1,1,1,0
..\dataset\images\train_46583.png,1,1,1,1,0
..\dataset\images\train_10804.png,1,1,1,1,0
..\dataset\images\train_16337.png,1,1,1,1,0
..\dataset\images\train_00338.png,1,1,1,1,0
..\dataset\images\train_34233.png,1,1,1,1,0
..\dataset\images\train_28429.png,1,1,1,1,0
..\dataset\images\test_03779.png,1,1,1,1,0
..\dataset\images\train_35201.png,1,1,1,1,0
..\dataset\images\test_09371.png,1,1,1,1,0
..\dataset\images\train_29099.png,1,1,1,1,0
..\dataset\images\train_15637.png,1,1,1,1,0
..\dataset\images\test_07959.png,1,0,1,1,0
..\dataset\images\train_22441.png,1,1,1,1,0
..\dataset\images\train_01562.png,1,1,1,1,0
..\dataset\images\train_25746.png,1,1,1,1,0
..\dataset\images\train_24162.png,1,1,1,1,0
..\dataset\images\train_18946.png,1,1,1,1,0
..\dataset\images\test_06752.png,1,1,1,1,0
..\dataset\images\train_17470.png,1,1,1,1,0
..\dataset\images\train_24479.png,1,1,1,1,0
..\dataset\images\train_49364.png,1,1,1,1,0
..\dataset\images\test_01090.png,1,1,0,1,0
..\dataset\images\train_08966.png,1,1,1,1,0
..\dataset\images\train_40851.png,1,1,1,1,0
..\dataset\images\train_15711.png,1,1,1,1,0
..\dataset\images\train_44055.png,1,1,1,1,0
..\dataset\images\train_45281.png,1,1,1,1,0
..\dataset\images\test_04256.png,1,1,1,1,0
..\dataset\images\train_11676.png,1,1,1,1,0
..\dataset\images\train_33247.png,1,1,1,1,0
..\dataset\images\train_12349.png,1,1,1,1,0
..\dataset\images\train_15426.png,1,1,1,1,0
..\dataset\images\test_08703.png,1,1,1,1,0
..\dataset\images\train_23612.png,1,1,1,1,0
..\dataset\images\train_02045.png,1,1,1,1,0
..\dataset\images\train_20224.png,1,1,1,1,0
..\dataset\images\train_32025.png,1,1,1,1,0
..\dataset\images\train_08159.png,1,1,1,1,0
..\dataset\images\train_26057.png,1,1,1,1,0
..\dataset\images\train_33971.png,1,1,1,1,0
..\dataset\images\train_22394.png,1,1,1,1,0
..\dataset\images\train_08659.png,1,1,1,1,0
..\dataset\images\train_37878.png,1,1,1,1,0
..\dataset\images\train_39087.png,1,1,1,1,0
..\dataset\images\train_43670.png,1,1,1,1,0
..\dataset\images\train_27023.png,1,1,1,1,0
..\dataset\images\train_13990.png,1,1,1,1,0
..\dataset\images\train_12789.png,1,1,1,1,0
..\dataset\images\test_09075.png,1,1,1,1,0
..\dataset\images\train_26176.png,1,1,1,1,0
..\dataset\images\test_07443.png,1,1,1,1,0
..\dataset\images\train_47291.png,1,1,1,1,0
..\dataset\images\train_34247.png,1,1,1,1,0
..\dataset\images\train_28176.png,1,1,1,1,0
..\dataset\images\train_26041.png,1,1,1,1,0
..\dataset\images\train_18648.png,1,1,1,1,0
..\dataset\images\train_25043.png,1,1,1,1,0
..\dataset\images\train_09759.png,1,1,1,1,0
